14:17:11.876 INFO  YAMATO:{"380180590484":{"Id":"3801-8059-0484","Date":"10/31","Text":"Delivered","Status":true},"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
14:52:26.254 INFO  SAGAWA:{"4028-5282-4301":{"Id":"4028-5282-4301","Date":"29/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
14:52:31.625 INFO  JAPAN_POST:{} 
14:52:37.105 INFO  YAMATO:{} 
14:54:02.759 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
14:54:08.520 INFO  SAGAWA:{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
14:54:16.502 INFO  JAPAN_POST:{} 
14:54:22.458 INFO  YAMATO:{"380180590484":{"Id":"3801-8059-0484","Date":"10/31","Text":"Delivered","Status":true}} 
14:54:27.837 INFO  SAGAWA:{"4028-5282-4301":{"Id":"4028-5282-4301","Date":"29/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
14:54:33.042 INFO  JAPAN_POST:{} 
14:54:38.393 INFO  YAMATO:{} 
14:56:07.569 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
14:56:13.291 INFO  SAGAWA:{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
14:56:20.496 INFO  JAPAN_POST:{} 
14:56:26.151 INFO  YAMATO:{"380180590484":{"Id":"3801-8059-0484","Date":"10/31","Text":"Delivered","Status":true}} 
14:56:31.629 INFO  SAGAWA:{"4028-5282-4301":{"Id":"4028-5282-4301","Date":"29/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
14:56:36.665 INFO  JAPAN_POST:{} 
14:56:42.112 INFO  YAMATO:{} 
14:59:11.688 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
14:59:17.193 INFO  SAGAWA:{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
14:59:24.946 INFO  JAPAN_POST:{} 
14:59:30.382 INFO  YAMATO:{"380180590484":{"Id":"3801-8059-0484","Date":"10/31","Text":"Delivered","Status":true}} 
14:59:35.868 INFO  SAGAWA:{"4028-5282-4301":{"Id":"4028-5282-4301","Date":"29/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:00:36.737 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
15:00:41.852 INFO  SAGAWA:{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:00:48.990 INFO  JAPAN_POST:{} 
15:00:54.424 INFO  YAMATO:{"380180590484":{"Id":"3801-8059-0484","Date":"10/31","Text":"Delivered","Status":true}} 
15:00:59.789 INFO  SAGAWA:{"4028-5282-4301":{"Id":"4028-5282-4301","Date":"29/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:01:04.984 INFO  JAPAN_POST:{} 
15:01:17.397 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
15:01:22.918 INFO  SAGAWA:{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:01:28.706 INFO  JAPAN_POST:{} 
15:01:34.469 INFO  YAMATO:{"380180590484":{"Id":"3801-8059-0484","Date":"10/31","Text":"Delivered","Status":true}} 
15:01:40.100 INFO  SAGAWA:{"4028-5282-4301":{"Id":"4028-5282-4301","Date":"29/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:01:45.067 INFO  JAPAN_POST:{} 
15:01:57.426 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
15:02:02.769 INFO  SAGAWA:{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:02:08.684 INFO  JAPAN_POST:{} 
15:02:29.380 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
15:02:34.845 INFO  SAGAWA:{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:03:40.475 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
15:03:45.865 INFO  SAGAWA:{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:03:52.746 INFO  JAPAN_POST:{} 
15:03:58.329 INFO  YAMATO:{"380180590484":{"Id":"3801-8059-0484","Date":"10/31","Text":"Delivered","Status":true}} 
15:04:28.649 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
15:04:33.755 INFO  SAGAWA:{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:04:40.782 INFO  JAPAN_POST:{} 
15:04:46.284 INFO  YAMATO:{"380180590484":{"Id":"3801-8059-0484","Date":"10/31","Text":"Delivered","Status":true}} 
15:04:51.851 INFO  SAGAWA:{"4028-5282-4301":{"Id":"4028-5282-4301","Date":"29/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:04:56.874 INFO  JAPAN_POST:{} 
15:05:09.257 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
15:05:14.480 INFO  SAGAWA:{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:05:19.952 INFO  JAPAN_POST:{} 
15:05:25.259 INFO  YAMATO:{"380180590484":{"Id":"3801-8059-0484","Date":"10/31","Text":"Delivered","Status":true}} 
15:05:30.936 INFO  SAGAWA:{"4028-5282-4301":{"Id":"4028-5282-4301","Date":"29/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:05:35.769 INFO  JAPAN_POST:{} 
15:05:49.254 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
15:05:54.640 INFO  SAGAWA:{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:06:38.271 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
15:06:43.964 INFO  SAGAWA:{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:06:55.864 INFO  JAPAN_POST:{} 
15:08:09.842 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
15:08:15.108 INFO  SAGAWA:{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:08:22.440 INFO  JAPAN_POST:{} 
15:09:03.730 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
15:09:09.372 INFO  SAGAWA:{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:09:21.186 INFO  JAPAN_POST:{} 
15:17:56.643 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
15:18:05.123 INFO  SAGAWA:{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:18:16.471 INFO  JAPAN_POST:{} 
15:18:55.898 INFO  YAMATO:{"380180590484":{"Id":"3801-8059-0484","Date":"10/31","Text":"Delivered","Status":true}} 
15:19:04.583 INFO  SAGAWA:{"4028-5282-4301":{"Id":"4028-5282-4301","Date":"29/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:19:10.299 INFO  JAPAN_POST:{} 
15:20:50.089 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
15:20:59.400 INFO  SAGAWA:{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:21:05.499 INFO  JAPAN_POST:{} 
15:21:50.098 INFO  YAMATO:{"380180590484":{"Id":"3801-8059-0484","Date":"10/31","Text":"Delivered","Status":true}} 
15:21:59.347 INFO  SAGAWA:{"4028-5282-4301":{"Id":"4028-5282-4301","Date":"29/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:22:05.419 INFO  JAPAN_POST:{} 
15:23:50.095 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
15:23:59.621 INFO  SAGAWA:{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:24:05.336 INFO  JAPAN_POST:{} 
15:24:50.117 INFO  YAMATO:{"380180590484":{"Id":"3801-8059-0484","Date":"10/31","Text":"Delivered","Status":true}} 
15:24:59.364 INFO  SAGAWA:{"4028-5282-4301":{"Id":"4028-5282-4301","Date":"29/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:25:05.371 INFO  JAPAN_POST:{} 
15:26:50.120 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
15:26:59.614 INFO  SAGAWA:{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:27:05.446 INFO  JAPAN_POST:{} 
15:27:50.125 INFO  YAMATO:{"380180590484":{"Id":"3801-8059-0484","Date":"10/31","Text":"Delivered","Status":true}} 
15:27:59.616 INFO  SAGAWA:{"4028-5282-4301":{"Id":"4028-5282-4301","Date":"29/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:28:05.405 INFO  JAPAN_POST:{} 
15:29:50.141 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
15:29:59.301 INFO  SAGAWA:{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:30:05.541 INFO  JAPAN_POST:{} 
15:30:50.147 INFO  YAMATO:{"380180590484":{"Id":"3801-8059-0484","Date":"10/31","Text":"Delivered","Status":true}} 
15:30:59.692 INFO  SAGAWA:{"4028-5282-4301":{"Id":"4028-5282-4301","Date":"29/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:31:05.515 INFO  JAPAN_POST:{} 
15:32:50.217 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
15:32:59.599 INFO  SAGAWA:{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:33:05.495 INFO  JAPAN_POST:{} 
15:33:50.190 INFO  YAMATO:{"380180590484":{"Id":"3801-8059-0484","Date":"10/31","Text":"Delivered","Status":true}} 
15:33:59.622 INFO  SAGAWA:{"4028-5282-4301":{"Id":"4028-5282-4301","Date":"29/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:34:05.449 INFO  JAPAN_POST:{} 
15:35:50.195 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
15:35:59.632 INFO  SAGAWA:{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:36:05.351 INFO  JAPAN_POST:{} 
15:36:50.201 INFO  YAMATO:{"380180590484":{"Id":"3801-8059-0484","Date":"10/31","Text":"Delivered","Status":true}} 
15:36:59.608 INFO  SAGAWA:{"4028-5282-4301":{"Id":"4028-5282-4301","Date":"29/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:37:05.340 INFO  JAPAN_POST:{} 
15:38:50.197 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
15:38:59.455 INFO  SAGAWA:{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:39:05.516 INFO  JAPAN_POST:{} 
15:39:50.213 INFO  YAMATO:{"380180590484":{"Id":"3801-8059-0484","Date":"10/31","Text":"Delivered","Status":true}} 
15:39:59.794 INFO  SAGAWA:{"4028-5282-4301":{"Id":"4028-5282-4301","Date":"29/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:40:12.755 INFO  JAPAN_POST:{} 
15:41:50.218 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
15:41:59.831 INFO  SAGAWA:{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:42:05.378 INFO  JAPAN_POST:{} 
15:42:50.224 INFO  YAMATO:{"380180590484":{"Id":"3801-8059-0484","Date":"10/31","Text":"Delivered","Status":true}} 
15:42:59.358 INFO  SAGAWA:{"4028-5282-4301":{"Id":"4028-5282-4301","Date":"29/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:43:05.306 INFO  JAPAN_POST:{} 
15:44:50.244 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
15:44:59.513 INFO  SAGAWA:{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:45:05.334 INFO  JAPAN_POST:{} 
15:45:50.245 INFO  YAMATO:{"380180590484":{"Id":"3801-8059-0484","Date":"10/31","Text":"Delivered","Status":true}} 
15:45:59.467 INFO  SAGAWA:{"4028-5282-4301":{"Id":"4028-5282-4301","Date":"29/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:46:05.595 INFO  JAPAN_POST:{} 
15:47:50.238 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
15:47:59.723 INFO  SAGAWA:{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:48:05.486 INFO  JAPAN_POST:{} 
15:48:50.243 INFO  YAMATO:{"380180590484":{"Id":"3801-8059-0484","Date":"10/31","Text":"Delivered","Status":true}} 
15:48:59.825 INFO  SAGAWA:{"4028-5282-4301":{"Id":"4028-5282-4301","Date":"29/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:49:05.461 INFO  JAPAN_POST:{} 
15:50:50.291 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
15:50:59.421 INFO  SAGAWA:{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:51:05.539 INFO  JAPAN_POST:{} 
15:51:50.295 INFO  YAMATO:{"380180590484":{"Id":"3801-8059-0484","Date":"10/31","Text":"Delivered","Status":true}} 
15:51:59.526 INFO  SAGAWA:{"4028-5282-4301":{"Id":"4028-5282-4301","Date":"29/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:52:05.570 INFO  JAPAN_POST:{} 
15:53:50.278 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
15:53:59.537 INFO  SAGAWA:{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:54:05.533 INFO  JAPAN_POST:{} 
15:54:50.298 INFO  YAMATO:{"380180590484":{"Id":"3801-8059-0484","Date":"10/31","Text":"Delivered","Status":true}} 
15:54:59.536 INFO  SAGAWA:{"4028-5282-4301":{"Id":"4028-5282-4301","Date":"29/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:55:05.602 INFO  JAPAN_POST:{} 
15:56:50.307 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
15:56:59.803 INFO  SAGAWA:{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:57:05.749 INFO  JAPAN_POST:{} 
15:57:50.319 INFO  YAMATO:{"380180590484":{"Id":"3801-8059-0484","Date":"10/31","Text":"Delivered","Status":true}} 
15:57:59.918 INFO  SAGAWA:{"4028-5282-4301":{"Id":"4028-5282-4301","Date":"29/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
15:58:05.560 INFO  JAPAN_POST:{} 
15:59:50.305 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
15:59:59.540 INFO  SAGAWA:{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
16:00:05.702 INFO  JAPAN_POST:{} 
16:00:50.333 INFO  YAMATO:{"380180590484":{"Id":"3801-8059-0484","Date":"10/31","Text":"Delivered","Status":true}} 
16:01:00.163 INFO  SAGAWA:{"4028-5282-4301":{"Id":"4028-5282-4301","Date":"29/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
16:01:10.715 INFO  JAPAN_POST:{} 
16:02:50.348 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
16:02:59.869 INFO  SAGAWA:{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
16:03:05.579 INFO  JAPAN_POST:{} 
16:03:50.417 INFO  YAMATO:{"380180590484":{"Id":"3801-8059-0484","Date":"10/31","Text":"Delivered","Status":true}} 
16:03:59.820 INFO  SAGAWA:{"4028-5282-4301":{"Id":"4028-5282-4301","Date":"29/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
16:04:05.610 INFO  JAPAN_POST:{} 
16:06:06.312 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
16:06:13.543 INFO  SAGAWA:{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
16:06:20.857 INFO  JAPAN_POST:{} 
16:06:59.159 INFO  YAMATO:{"380180590484":{"Id":"3801-8059-0484","Date":"10/31","Text":"Delivered","Status":true}} 
16:07:08.671 INFO  SAGAWA:{"4028-5282-4301":{"Id":"4028-5282-4301","Date":"29/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
16:07:14.547 INFO  JAPAN_POST:{} 
16:08:59.046 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
16:09:08.572 INFO  SAGAWA:{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
16:09:14.468 INFO  JAPAN_POST:{} 
16:09:59.083 INFO  YAMATO:{"380180590484":{"Id":"3801-8059-0484","Date":"10/31","Text":"Delivered","Status":true}} 
16:10:08.396 INFO  SAGAWA:{"4028-5282-4301":{"Id":"4028-5282-4301","Date":"29/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
16:10:14.256 INFO  JAPAN_POST:{} 
16:11:59.098 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
16:12:08.586 INFO  SAGAWA:{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
16:12:14.258 INFO  JAPAN_POST:{} 
16:12:59.085 INFO  YAMATO:{"380180590484":{"Id":"3801-8059-0484","Date":"10/31","Text":"Delivered","Status":true}} 
16:13:08.536 INFO  SAGAWA:{"4028-5282-4301":{"Id":"4028-5282-4301","Date":"29/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
16:14:42.994 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
16:14:49.008 INFO  SAGAWA:{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
16:15:00.508 INFO  JAPAN_POST:{} 
16:15:38.681 INFO  YAMATO:{"380180590484":{"Id":"3801-8059-0484","Date":"10/31","Text":"Delivered","Status":true}} 
16:15:48.215 INFO  SAGAWA:{"4028-5282-4301":{"Id":"4028-5282-4301","Date":"29/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
16:17:38.757 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
16:17:48.091 INFO  SAGAWA:{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
16:17:53.952 INFO  JAPAN_POST:{} 
16:18:45.993 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
16:18:51.312 INFO  SAGAWA:{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}} 
16:20:22.756 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
16:21:18.232 INFO  YAMATO:{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}} 
16:22:23.178 INFO  SAGAWA:[{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}},[{"id":"4025-1635-6745","data":{"id":3,"order_id":1,"type":"SAGAWA","tracking_id":"4025-1635-6745","status":0,"data":"{}"}}]] 
16:22:34.999 INFO  JAPAN_POST:[{},[{"id":"156482236175","data":{"id":6,"order_id":1,"type":"JAPAN_POST","tracking_id":"156482236175","status":0,"data":"{}"}}]] 
16:24:44.176 INFO  YAMATO:[{"380179697192":{"Id":"3801-7969-7192","Date":"10/30","Text":"Delivered","Status":true}},[{"id":"380179697192","data":{"id":1,"order_id":1,"type":"YAMATO","tracking_id":"380179697192","status":0,"data":"{}"}}]] 
16:24:49.709 INFO  SAGAWA:[{"4025-1635-6745":{"Id":"4025-1635-6745","Date":"27/10/2020","Text":"Delivered: The package was delivered. Thank you for using Sagawa Express.","Status":true}},[{"id":"4025-1635-6745","data":{"id":3,"order_id":1,"type":"SAGAWA","tracking_id":"4025-1635-6745","status":0,"data":"{}"}}]] 
16:24:56.571 INFO  JAPAN_POST:[{},[{"id":"156482236175","data":{"id":6,"order_id":1,"type":"JAPAN_POST","tracking_id":"156482236175","status":0,"data":"{}"}}]] 
